address,area,city,company,date,salary_max,salary_min,salery,title,province
厦门,NA,厦门,星罗网络科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP高级开发工程师,福建
上海,NA,上海,上海红耶国际贸易有限公司,06-18,4500.0,3000.0,3-4.5千/月,PHP开发工程师,上海
广州-天河区,天河区,广州,小马股份有限公司,06-18,20000.0,10000.0,1-2万/月,㊣㊣高级PHP/开发主管,广东
西安-高新技术...,高新技术...,西安,陕西华筑科技有限公司,06-18,18000.0,13000.0,1.3-1.8万/月,PHP高级开发工程师,陕西
上海,NA,上海,优耐特（上海）动力技术有限公司,06-18,10000.0,6000.0,0.6-1万/月,PHP后端工程师,上海
广州-越秀区,越秀区,广州,广州美滴滴信息科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
郑州-金水区,金水区,郑州,河南银光信息技术有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,河南
上海-青浦区,青浦区,上海,都有（上海）供应链管理有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,上海
深圳-南山区,南山区,深圳,深圳睿世达信息科技有限公司,06-19,15000.0,8000.0,0.8-1.5万/月,PHP开发工程师,广东
广州-天河区,天河区,广州,广州集和堂大药房连锁有限公司,06-18,7500.0,5500.0,5.5-7.5千/月,PHP开发工程师,广东
武汉,NA,武汉,上海百胜软件股份有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,湖北
上海-浦东新区,浦东新区,上海,上海金杉数金互联网科技有限公司,06-18,26000.0,20000.0,2-2.6万/月,PHP高级开发工程师,上海
上海-浦东新区,浦东新区,上海,上海南棠实业有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP后端开发工程师,上海
深圳-龙岗区,龙岗区,深圳,深圳市合纵伟业科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP程序员,广东
广州-白云区,白云区,广州,广州棒谷科技股份有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP工程师,广东
广州-天河区,天河区,广州,广州先迈商贸有限公司,06-18,20000.0,15000.0,1.5-2万/月,PHP高级开发工程师（双休+工作餐）,广东
无锡-江阴市,江阴市,无锡,江阴伍壹零传媒有限公司,06-18,10000.0,5000.0,0.5-1万/月,PHP开发工程师,江苏
东莞-长安镇,长安镇,东莞,广东柳道热流道系统有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
广州-天河区,天河区,广州,广州黄金高德教育科技有限责任公司...,06-18,12000.0,9000.0,0.9-1.2万/月,PHP开发工程师,广东
上海-嘉定区,嘉定区,上海,上海胜者教育科技有限公司,06-18,20000.0,15000.0,1.5-2万/月,PHP后端工程师（11号线南翔站）,上海
柳州,NA,柳州,柳州市易伙三商科技有限公司,06-18,10000.0,6000.0,0.6-1万/月,PHP程序员,广西
上海-闵行区,闵行区,上海,上海生生物流有限公司,06-18,13000.0,8000.0,0.8-1.3万/月,PHP开发工程师,上海
宁波-海曙区,海曙区,宁波,宁波海曙美莱医疗美容专科门诊有限...,06-18,10000.0,8000.0,0.8-1万/月,后端PHP工程师,浙江
大连-高新园区,高新园区,大连,早道（大连）教育科技有限公司,06-18,8000.0,6000.0,6-8千/月,PHP高级开发工程师,辽宁
上海,NA,上海,(新王牌教育)拥华教育投资管理(上...,06-18,15000.0,8000.0,0.8-1.5万/月,PHP程序员/网站程序员,上海
上海-长宁区,长宁区,上海,上海盛迭信息科技有限公司,06-18,20000.0,10000.0,1-2万/月,PHP高级开发工程师,上海
西安-雁塔区,雁塔区,西安,西安小院科技股份有限公司,06-18,10000.0,7000.0,0.7-1万/月,PHP开发工程师,陕西
广州-天河区,天河区,广州,天意有福科技股份有限公司,06-18,12000.0,8000.0,0.8-1.2万/月,急招PHP开发工程师(有福),广东
西安-高新技术...,高新技术...,西安,陕西大唐高科机电科技有限公司,06-18,12000.0,6000.0,0.6-1.2万/月,PHP高级开发工程师/研发主管,陕西
广州-天河区,天河区,广州,芜湖佳亮网络科技有限公司,06-18,17000.0,11000.0,1.1-1.7万/月,PHP开发工程师,广东
广州-番禺区,番禺区,广州,广州优视电子有限责任公司,06-18,8000.0,3000.0,3-8千/月,PHP程序员,广东
沈阳,NA,沈阳,沈阳启达传媒有限公司,06-18,8000.0,6000.0,6-8千/月,PHP开发工程师,辽宁
天津-西青区,西青区,天津,谷川联行有限公司,06-18,8000.0,6000.0,6-8千/月,PHP开发工程师（天津）,天津
上海-普陀区,普陀区,上海,亿泰和信息技术（上海）有限公司,06-18,10000.0,8000.0,0.8-1万/月,PHP软件开发工程师（应届生亦可）,上海
上海-黄浦区,黄浦区,上海,上海静和医疗,06-18,14000.0,11000.0,1.1-1.4万/月,php工程师,上海
新乡,NA,新乡,河南树信传媒科技有限公司,06-18,8000.0,4000.0,4-8千/月,php程序员,河南
昆明-西山区,西山区,昆明,云南汇丰建设投资集团有限公司,06-18,10000.0,5000.0,0.5-1万/月,PHP开发工程师,云南
广州-天河区,天河区,广州,上海易娱网络科技有限公司广州分公...,06-18,20000.0,10000.0,1-2万/月,PHP开发工程师,广东
深圳-龙岗区,龙岗区,深圳,深圳市中颜网科技有限公司,06-18,20000.0,10000.0,1-2万/月,PHP高级开发工程师,广东
上海,NA,上海,杉德集团-上海久彰电子商务有限公...,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,上海
广州-天河区,天河区,广州,广东德恒信息科技有限公司,06-18,18000.0,10000.0,1-1.8万/月,高级PHP开发工程师（双休+五险一金）,广东
昆明,NA,昆明,云南晟京投资有限公司,06-19,15000.0,4000.0,0.4-1.5万/月,PHP开发工程师,云南
