address,area,city,company,date,salary_max,salary_min,salery,title,province
大连,NA,大连,安城企业管理咨询（大连）有限公司...,06-17,15000.0,10000.0,1-1.5万/月,Python开发工程师,辽宁
广州-天河区,天河区,广州,富璟科技（深圳）有限公司,06-17,12000.0,6000.0,0.6-1.2万/月,软件开发工程师（Python）,广东
上海,NA,上海,上海嘉柒智能科技有限公司,06-17,15000.0,10000.0,1-1.5万/月,python后台开发工程师,上海
上海,NA,上海,上海智德投资管理有限公司,06-17,15000.0,10000.0,1-1.5万/月,Python开发工程师,上海
深圳-龙岗区,龙岗区,深圳,深圳市创蓝欧科技有限公司,06-17,20000.0,10000.0,1-2万/月,python爬虫工程师,广东
上海-闵行区,闵行区,上海,上海沪源医药有限公司,06-17,16000.0,8000.0,0.8-1.6万/月,Python全栈工程师,上海
长沙-岳麓区,岳麓区,长沙,长沙军民先进技术研究有限公司,06-18,15000.0,10000.0,1-1.5万/月,大数据架构师,湖南
上海,NA,上海,上海脉源企业管理咨询有限公司,06-18,25000.0,20000.0,2-2.5万/月,大数据工程师,上海
长沙-芙蓉区,芙蓉区,长沙,湖南伊甸科技有限公司,06-18,12000.0,8000.0,0.8-1.2万/月,爬虫开发工程师,湖南
杭州-西湖区,西湖区,杭州,杭州作客文化传媒有限公司,06-18,20000.0,10000.0,1-2万/月,大数据开发工程师,浙江
上海-金山区,金山区,上海,上海臼井发动机零部件有限公司,06-18,16666.0,12500.0,15-20万/年,大数据工程师,上海
上海-黄浦区,黄浦区,上海,上海汉跃文化传媒有限公司,06-18,25000.0,18000.0,1.8-2.5万/月,高级爬虫工程师,上海
南京-浦口区,浦口区,南京,焦点科技股份有限公司,06-18,4500.0,3000.0,3-4.5千/月,大数据分析实习生,江苏
杭州-拱墅区,拱墅区,杭州,富通天下（浙江）运营中心,06-18,25000.0,20000.0,2-2.5万/月,大数据开发工程师,浙江
青岛-李沧区,李沧区,青岛,青岛九州物资有限公司,06-18,25000.0,16666.0,20-30万/年,大数据分析经理,山东
珠海,NA,珠海,珠海欧比特宇航科技股份有限公司,06-18,15000.0,7000.0,0.7-1.5万/月,大数据应用工程师,广东
杭州-余杭区,余杭区,杭州,浙江正元智慧科技股份有限公司,06-18,24000.0,12000.0,1.2-2.4万/月,大数据开发工程师,浙江
杭州-西湖区,西湖区,杭州,江南布衣服饰有限公司,06-18,25000.0,18000.0,1.8-2.5万/月,大数据研发工程师,浙江
深圳-南山区,南山区,深圳,清能艾科（深圳）能源技术有限公司...,06-18,25000.0,15000.0,1.5-2.5万/月,大数据工程师,广东
福州,NA,福州,福建通力达实业有限公司,06-18,12000.0,8000.0,0.8-1.2万/月,大数据开发工程师,福建
上海,NA,上海,正泰集团股份有限公司,06-18,25000.0,18000.0,1.8-2.5万/月,高级大数据开发,上海
武汉,NA,武汉,武汉唯众智创科技有限公司,06-19,12000.0,7000.0,0.7-1.2万/月,Linux系统工程师(信息安全/大数据方向),湖北
郑州-高新区,高新区,郑州,河南辉煌科技股份有限公司,06-18,15000.0,10000.0,1-1.5万/月,大数据架构师,河南
杭州-下城区,下城区,杭州,杭州中房信息科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,大数据开发工程师,浙江
佛山,NA,佛山,广东长天思源环保科技股份有限公司...,06-18,20000.0,15000.0,1.5-2万/月,大数据开发工程师,广东
上海-闵行区,闵行区,上海,上海宇高通讯设备有限公司,06-18,20000.0,15000.0,1.5-2万/月,大数据分析师,上海
西安-高新技术...,高新技术...,西安,中兴仪器（深圳）有限公司,06-18,15000.0,10000.0,1-1.5万/月,大数据开发工程师,陕西
郑州-高新区,高新区,郑州,陕西万德信息科技股份有限公司,06-17,15000.0,8000.0,0.8-1.5万/月,大数据开发工程师,河南
西安-雁塔区,雁塔区,西安,上海米赋网络科技有限公司,06-17,20000.0,10000.0,1-2万/月,大数据开发工程师,陕西
成都,NA,成都,亚信科技（成都）有限公司,06-17,20000.0,15000.0,1.5-2万/月,高级Python开发工程师,四川
宁波,NA,宁波,宁波易简电子科技有限公司,06-17,10000.0,6000.0,0.6-1万/月,Python开发工程师,浙江
深圳-南山区,南山区,深圳,深圳市星月传奇科技有限公司,06-17,15000.0,10000.0,1-1.5万/月,Python开发工程师,广东
北京-海淀区,海淀区,北京,中电福富信息科技有限公司,06-17,15000.0,10000.0,1-1.5万/月,python开发工程师-北京,北京
广州-越秀区,越秀区,广州,广东赛百威信息科技有限公司,06-17,10000.0,8000.0,0.8-1万/月,Python开发工程师,广东
上海-黄浦区,黄浦区,上海,DHL eCommerce,06-17,20000.0,15000.0,1.5-2万/月,Python开发工程师,上海
南京,NA,南京,南京创优科技有限责任公司,06-17,15000.0,10000.0,1-1.5万/月,Python开发工程师,江苏
深圳-宝安区,宝安区,深圳,深圳市斯瑞达电子有限公司,06-17,30000.0,15000.0,1.5-3万/月,Python高级开发工程师,广东
上海-长宁区,长宁区,上海,迈韦尼通讯技术（上海）有限公司,06-17,60000.0,20000.0,2-6万/月,高级软件工程师  Golang/Python,上海
深圳-南山区,南山区,深圳,青牛智胜（深圳）科技有限公司,06-17,25000.0,18000.0,1.8-2.5万/月,Python高级开发工程师,广东
长沙-雨花区,雨花区,长沙,北京电旗通讯技术股份有限公司,06-17,7000.0,4000.0,4-7千/月,Python开发工程师,湖南
深圳-福田区,福田区,深圳,深圳市鼎驰科技发展有限公司,06-17,17000.0,12000.0,1.2-1.7万/月,Python数据开发,广东
广州,NA,广州,三七互娱,06-17,12000.0,8000.0,0.8-1.2万/月,python教研,广东
西安-雁塔区,雁塔区,西安,西安缤特鸟信息科技有限公司,06-17,7000.0,5000.0,5-7千/月,Python爬虫,陕西
上海-闵行区,闵行区,上海,上海非夕机器人科技有限公司,06-17,30000.0,15000.0,1.5-3万/月,Python后端开发工程师（AI平台开发）,上海
武汉-武昌区,武昌区,武汉,上海罗盘信息科技有限公司,06-17,15000.0,8000.0,0.8-1.5万/月,Python开发工程师,湖北
深圳-福田区,福田区,深圳,深圳市道合顺科技有限公司,06-17,30000.0,20000.0,2-3万/月,Python高级开发工程师,广东
上海-徐汇区,徐汇区,上海,上海柯林布瑞信息技术有限公司,06-17,25000.0,15000.0,1.5-2.5万/月,Python全栈工程师,上海
