title,company,address,salery,date,salary_min,salary_max,provence,city,area
嵌入式硬件工程师,深圳市盛弘电气股份有限公司,深圳,1-2万/月,06-19,10000.0,20000.0,广东省,深圳,
嵌入式硬件工程师,南京特尔驰电子科技有限公司,苏州-工业园区,0.8-1.2万/月,06-19,8000.0,12000.0,江苏省,苏州,工业园区
嵌入式硬件工程师,深圳市优力特技术有限公司,深圳-龙华新区,1-1.5万/月,06-19,10000.0,15000.0,广东省,深圳,龙华新区
嵌入式硬件工程师,成都赛来科技有限公司,成都,1-1.5万/月,06-19,10000.0,15000.0,四川省,成都,
嵌入式硬件工程师（应届生优先）,广东粤港澳大湾区协同创新研究院,广州-黄埔区,0.7-1.2万/月,06-19,7000.0,12000.0,广东省,广州,黄埔区
嵌入式硬件工程师,青岛一小步科技有限公司,青岛-崂山区,1-1.5万/月,06-19,10000.0,15000.0,山东省,青岛,崂山区
嵌入式硬件工程师,深圳市兆芯微电子有限公司,深圳-南山区,1-1.5万/月,06-19,10000.0,15000.0,广东省,深圳,南山区
嵌入式硬件工程师,江苏联能电子技术有限公司,扬州,0.6-1万/月,06-19,6000.0,10000.0,江苏省,扬州,
嵌入式硬件工程师,上海凯延计算机科技发展有限公司,上海-嘉定区,0.8-1.6万/月,06-19,8000.0,16000.0,上海市,上海,嘉定区
中高级嵌入式硬件工程师,上海陆杰电子科技有限公司武汉研发...,武汉,1-1.2万/月,06-19,10000.0,12000.0,湖北省,武汉,
嵌入式硬件工程师,山东云转机电科技有限公司,济南-历下区,4-6千/月,06-19,4000.0,6000.0,山东省,济南,历下区
嵌入式硬件工程师,西安星云信通通信科技有限公司,西安-高新技术...,0.8-1万/月,06-19,8000.0,10000.0,陕西省,西安,高新技术...
嵌入式硬件工程师,北京江云智能科技有限公司,北京-朝阳区,1.5-2.5万/月,06-19,15000.0,25000.0,北京市,北京,朝阳区
嵌入式硬件工程师,深圳睿瀚医疗科技有限公司,深圳-宝安区,0.8-1.2万/月,06-19,8000.0,12000.0,广东省,深圳,宝安区
嵌入式硬件工程师,成都点阵科技有限公司,成都,1.5-2.5万/月,06-19,15000.0,25000.0,四川省,成都,
嵌入式硬件工程师,广州市金洪发电子贸易有限公司,佛山,0.8-1.5万/月,06-19,8000.0,15000.0,广东省,佛山,
